reas_group,reas_desc,state,category1,spare4
Houston|BL1 Reasons|Palletizer 2,FRONT LAYER GUIDE OUT,DOWNTIME,Process Failure,5222
Houston|BL1 Reasons|Palletizer 2,FRONT LAYER GUIDE BACK,DOWNTIME,Process Failure,5223
Houston|BL1 Reasons|Palletizer 2,PUSHER CHAINS JAMMED,DOWNTIME,Process Failure,5224
Houston|BL1 Reasons|Palletizer 2,HOIST DOWN SLOW FAULT,DOWNTIME,Process Failure,5225
Houston|BL1 Reasons|Palletizer 2,HOIST UP FAST FAULT,DOWNTIME,Process Failure,5226
Houston|BL1 Reasons|Palletizer 2,PC-12 BLOCKED FAULT,DOWNTIME,Process Failure,5227
Houston|BL1 Reasons|Palletizer 2,HOIST DOWN FAST FAULT,DOWNTIME,Process Failure,5228
Houston|BL1 Reasons|Palletizer 2,STRIPPER PLATE FAULT,DOWNTIME,Process Failure,5229
Houston|BL1 Reasons|Palletizer 2,GATE FAULT,DOWNTIME,Process Failure,5230
Houston|BL1 Reasons|Palletizer 2,PAL EJECT CARRIAGE FAULT,DOWNTIME,Process Failure,5231
Houston|BL1 Reasons|Palletizer 2,PAL DISP CARRIAGE FAULT,DOWNTIME,Process Failure,5232
Houston|BL1 Reasons|Palletizer 2,PAL DISP ANGLES FAULT,DOWNTIME,Process Failure,5233
Houston|BL1 Reasons|Palletizer 2,FULL LOAD CONVEY FAULT,DOWNTIME,Process Failure,5234
Houston|BL1 Reasons|Palletizer 2,TIE SHEET DISPENSER FAULT,DOWNTIME,Process Failure,5235
Houston|BL1 Reasons|Palletizer 2,SLIP SHEET DISPENSER FAULT,DOWNTIME,Process Failure,5236
Houston|BL1 Reasons|Palletizer 2,PALLET DETECT DISABLE,DOWNTIME,Process Failure,5237
Houston|BL1 Reasons|Palletizer 2,Future Fault 5238,DOWNTIME,Process Failure,5238
Houston|BL1 Reasons|Palletizer 2,Future Fault 5239,DOWNTIME,Process Failure,5239
Houston|BL1 Reasons|Stretch Wrapper 1,Fault Learning,DOWNTIME,Process Failure,5300
Houston|BL1 Reasons|Stretch Wrapper 1,Machine Aborted,DOWNTIME,Process Failure,5301
Houston|BL1 Reasons|Stretch Wrapper 1,Emergency Stop,DOWNTIME,Process Failure,5302
Houston|BL1 Reasons|Stretch Wrapper 1,Machine Held,DOWNTIME,Process Failure,5303
Houston|BL1 Reasons|Stretch Wrapper 1,Machine Stopped,DOWNTIME,Process Failure,5304
Houston|BL1 Reasons|Stretch Wrapper 1,Machine Idle,DOWNTIME,Process Failure,5305
Houston|BL1 Reasons|Stretch Wrapper 1,Machine Suspended,DOWNTIME,Process Failure,5306
Houston|BL1 Reasons|Stretch Wrapper 1,Not In Auto,DOWNTIME,Process Failure,5307
Houston|BL1 Reasons|Stretch Wrapper 1,Guard Doors/Safeties,DOWNTIME,Process Failure,5308
Houston|BL1 Reasons|Stretch Wrapper 1,Invalid PackML State,DOWNTIME,Process Failure,5309
Houston|BL1 Reasons|Stretch Wrapper 1,Communication Fault,DOWNTIME,Process Failure,5310
Houston|BL1 Reasons|Stretch Wrapper 1|Stretch Wrapper 1 Infeed,Infeed Starved,DOWNTIME,Process Failure,5312
Houston|BL1 Reasons|Stretch Wrapper 1|Stretch Wrapper 1 Sec Infeed,Infeed Starved,DOWNTIME,Process Failure,5313
Houston|BL1 Reasons|Stretch Wrapper 1|Stretch Wrapper 1 Disch,Discharge Backup,DOWNTIME,Process Failure,5314
Houston|BL1 Reasons|Stretch Wrapper 1|Stretch Wrapper 1 Sec Disch,Discharge Backup,DOWNTIME,Process Failure,5315
Houston|BL1 Reasons|Stretch Wrapper 1|Stretch Wrapper 1 Disch,Discharge Stopped,DOWNTIME,Process Failure,5316
Houston|BL1 Reasons|Stretch Wrapper 1|Stretch Wrapper 1 Sec Disch,Discharge Stopped,DOWNTIME,Process Failure,5317
Houston|BL1 Reasons|Stretch Wrapper 1|Stretch Wrapper 1 Infeed,Infeed Stopped,DOWNTIME,Process Failure,5318
Houston|BL1 Reasons|Stretch Wrapper 1|Stretch Wrapper 1 Sec Infeed,Infeed Stopped,DOWNTIME,Process Failure,5319
Houston|BL1 Reasons|Stretch Wrapper 1,Safety Check Fail,DOWNTIME,Process Failure,5320
Houston|BL1 Reasons|Stretch Wrapper 1,Cap Misfeed Alarm,DOWNTIME,Process Failure,5321
Houston|BL1 Reasons|Stretch Wrapper 1,Broken Film Alarm,DOWNTIME,Process Failure,5322
Houston|BL1 Reasons|Stretch Wrapper 1,Empty Magazine Alarm,DOWNTIME,Process Failure,5323
Houston|BL1 Reasons|Stretch Wrapper 1,Alarm Lock-Up,DOWNTIME,Process Failure,5324
Houston|BL1 Reasons|Stretch Wrapper 1,Run Fault Lock-Up,DOWNTIME,Process Failure,5325
Houston|BL1 Reasons|Stretch Wrapper 1,Load too Small,DOWNTIME,Process Failure,5326
Houston|BL1 Reasons|Stretch Wrapper 1,Load is too Low,DOWNTIME,Process Failure,5327
Houston|BL1 Reasons|Stretch Wrapper 1,Post Arm Pneumatic Fault,DOWNTIME,Process Failure,5328
Houston|BL1 Reasons|Stretch Wrapper 1,Future Fault 5329,DOWNTIME,Process Failure,5329
Houston|BL1 Reasons|Stretch Wrapper 1,Future Fault 5330,DOWNTIME,Process Failure,5330
Houston|BL1 Reasons|Stretch Wrapper 1,Future Fault 5331,DOWNTIME,Process Failure,5331
Houston|BL1 Reasons|Stretch Wrapper 1,Future Fault 5332,DOWNTIME,Process Failure,5332
Houston|BL1 Reasons|Stretch Wrapper 1,Future Fault 5333,DOWNTIME,Process Failure,5333
Houston|BL1 Reasons|Stretch Wrapper 1,Future Fault 5334,DOWNTIME,Process Failure,5334
Houston|BL1 Reasons|Stretch Wrapper 1,Future Fault 5335,DOWNTIME,Process Failure,5335
Houston|BL1 Reasons|Stretch Wrapper 1,Future Fault 5336,DOWNTIME,Process Failure,5336
Houston|BL1 Reasons|Stretch Wrapper 1,Future Fault 5337,DOWNTIME,Process Failure,5337
Houston|BL1 Reasons|Stretch Wrapper 1,Future Fault 5338,DOWNTIME,Process Failure,5338
Houston|BL1 Reasons|Stretch Wrapper 1,Future Fault 5339,DOWNTIME,Process Failure,5339
Houston|BL1 Reasons|Stretch Wrapper 2,Fault Learning,DOWNTIME,Process Failure,5400
Houston|BL1 Reasons|Stretch Wrapper 2,Machine Aborted,DOWNTIME,Process Failure,5401
Houston|BL1 Reasons|Stretch Wrapper 2,Emergency Stop,DOWNTIME,Process Failure,5402
Houston|BL1 Reasons|Stretch Wrapper 2,Machine Held,DOWNTIME,Process Failure,5403
Houston|BL1 Reasons|Stretch Wrapper 2,Machine Stopped,DOWNTIME,Process Failure,5404
Houston|BL1 Reasons|Stretch Wrapper 2,Machine Idle,DOWNTIME,Process Failure,5405
Houston|BL1 Reasons|Stretch Wrapper 2,Machine Suspended,DOWNTIME,Process Failure,5406
Houston|BL1 Reasons|Stretch Wrapper 2,Not In Auto,DOWNTIME,Process Failure,5407
Houston|BL1 Reasons|Stretch Wrapper 2,Guard Doors/Safeties,DOWNTIME,Process Failure,5408
Houston|BL1 Reasons|Stretch Wrapper 2,Invalid PackML State,DOWNTIME,Process Failure,5409
Houston|BL1 Reasons|Stretch Wrapper 2,Communication Fault,DOWNTIME,Process Failure,5410
Houston|BL1 Reasons|Stretch Wrapper 2|Stretch Wrapper 2 Infeed,Infeed Starved,DOWNTIME,Process Failure,5412
Houston|BL1 Reasons|Stretch Wrapper 2|Stretch Wrapper 2 Sec Infeed,Infeed Starved,DOWNTIME,Process Failure,5413
Houston|BL1 Reasons|Stretch Wrapper 2|Stretch Wrapper 2 Disch,Discharge Backup,DOWNTIME,Process Failure,5414
Houston|BL1 Reasons|Stretch Wrapper 2|Stretch Wrapper 2 Sec Disch,Discharge Backup,DOWNTIME,Process Failure,5415
Houston|BL1 Reasons|Stretch Wrapper 2|Stretch Wrapper 2 Disch,Discharge Stopped,DOWNTIME,Process Failure,5416
Houston|BL1 Reasons|Stretch Wrapper 2|Stretch Wrapper 2 Sec Disch,Discharge Stopped,DOWNTIME,Process Failure,5417
Houston|BL1 Reasons|Stretch Wrapper 2|Stretch Wrapper 2 Infeed,Infeed Stopped,DOWNTIME,Process Failure,5418
Houston|BL1 Reasons|Stretch Wrapper 2|Stretch Wrapper 2 Sec Infeed,Infeed Stopped,DOWNTIME,Process Failure,5419
Houston|BL1 Reasons|Stretch Wrapper 2,Safety Check Fail,DOWNTIME,Process Failure,5420
Houston|BL1 Reasons|Stretch Wrapper 2,Screen Alarm is On,DOWNTIME,Process Failure,5421
Houston|BL1 Reasons|Stretch Wrapper 2,Clamp Misfeed Alarm,DOWNTIME,Process Failure,5422
Houston|BL1 Reasons|Stretch Wrapper 2,Film Cut and Seal Fail,DOWNTIME,Process Failure,5423
Houston|BL1 Reasons|Stretch Wrapper 2,Conveyor OL Tripped,DOWNTIME,Process Failure,5424
Houston|BL1 Reasons|Stretch Wrapper 2,Load is too High,DOWNTIME,Process Failure,5425
Houston|BL1 Reasons|Stretch Wrapper 2,Broken Film Alarm,DOWNTIME,Process Failure,5426
Houston|BL1 Reasons|Stretch Wrapper 2,Empty Magazine Alarm,DOWNTIME,Process Failure,5427
