Site,Asset Name,MES Ent in ABLE,Type,PLC
Atlanta Main,NEW LD1 Labeler,None,SEC,LD1 Labeler PLC
Atlanta Main,NEW LD1 Filler,None,SEC,LD1 Filler PLC
Atlanta Main,NEW LD1 Capper,None,SEC,LD1 Capper PLC
Atlanta Main,NEW LD1 Laner,None,SEC,LD1 Laner PLC
Atlanta Main,NEW LD1 Case Packer,None,SEC,LD1 Case Packer PLC
Atlanta Main,NEW LD2 Case Packer,None,SEC,LD2 Case Packer PLC
Atlanta Main,NEW LD1 Print And Apply,None,VIRT,LD1 SLCS PLC
Atlanta Main,NEW LD2 Print And Apply,None,VIRT,LD1 SLCS PLC
Atlanta Main,NEW LD1 Case Sealer,None,SEC,LD1 Case Sealer PLC
Atlanta Main,NEW LD2 Case Sealer,None,SEC,LD2 Case Sealer PLC
Atlanta Main,NEW LD1 Palletizer,None,SEC,LD1 Palletizer PLC
Atlanta Main,NEW LD1 Stretch Wrapper,None,SEC,LD1 Stretch Wrapper PLC
Atlanta Main,NEW LD1 Case Erector,None,SEC,LD1 Case Erector PLC
Atlanta Main,NEW LD1 Rate Loss,None,VIRT,LD1 Filler PLC
Atlanta Main,NEW_LD4,None,LINE,None
Atlanta Main,NEW LD4 Depal,None,SEC,LD4 Depal PLC
Atlanta Main,NEW LD4 Labeler,None,SEC,LD4 Labeler PLC
Atlanta Main,NEW LD4 Filler,None,SEC,LD4 Filler PLC
Atlanta Main,NEW LD4 Capper,None,SEC,LD4 Capper PLC
Atlanta Main,NEW LD4 Carton Load,None,SEC,LD4 Carton Loader PLC
Atlanta Main,NEW LD4 Case Erector,None,SEC,LD4 Case Erector PLC
Atlanta Main,NEW LD4 Case Packer,None,SEC,LD4 Case Packer PLC
Atlanta Main,NEW LD4 Case Sealer,None,SEC,LD4 Case Sealer PLC
Atlanta Main,NEW LD4 Case Coder,None,VIRT,LD4 Case Coder PLC
Atlanta Main,NEW LD4 Palletizer,None,SEC,LD4 Palletizer PLC
Atlanta Main,NEW LD4 Stretch Wrapper,None,SEC,LD4 Stretch Wrapper PLC
Atlanta Main,PML-HC3 Capper,None,VIRT,HC3 Capper PLC
Atlanta Main,PML-HC3 Case Packer,None,VIRT,HC3 Case Packer PLC
Atlanta Main,PML-HC3 Filler,None,VIRT,HC3 SLCS PLC
Atlanta Main,PML-HC3 Labeler,None,VIRT,HC3 Labeler PLC
Atlanta Main,PML-HC3 Palletizer,None,VIRT,HC3 Palletizer PLC
Atlanta Main,PML-HC3 Stretch Wrapper,None,VIRT,HC3 Stretch Wrapper PLC
Atlanta Main,PML-HC3 Airveyor,None,VIRT,HC3 SIG Airveyor PLC
Atlanta Main,PML-HC3 SIG Molder,None,VIRT,HC3 SLCS PLC
Atlanta Main,PML-HC4 Case Packer,None,VIRT,HC4 Case Packer PLC
Atlanta Main,PML-HC4 Case Sealer,None,VIRT,HC4 SLCS PLC
Atlanta Main,PML-HC4 Decaser,None,VIRT,HC4 SLCS PLC
Atlanta Main,PML-HC4 Dynac,None,VIRT,HC4 Dynac PLC
Atlanta Main,PML-HC4 Filler,None,VIRT,HC4 Filler PLC
Atlanta Main,PML-HC4 Giramat,None,VIRT,HC4 Giramat PLC
Atlanta Main,PML-HC4 Palletizer,None,VIRT,HC4 Palletizer PLC
Atlanta Main,PML-HC4 Posiflex,None,VIRT,HC4 Posiflex PLC
Atlanta Main,PML-HC4 Sleever,None,VIRT,HC4 Sleever PLC
Atlanta Main,PML-HC4 Stretch Wrapper,None,VIRT,HC4 Stretch Wrapper PLC
Atlanta Main,PML-HC4 Trigger Sorter,None,VIRT,HC4 Trigger Sorter PLC
Atlanta Main,PML-HC4 Trigger Inserter,None,VIRT,HC4 Trigger Inserter PLC
Atlanta Main,PML-HC7 Capper,None,VIRT,HC7 SLCS PLC
Atlanta Main,PML-HC7 Case Packer,None,VIRT,HC7 Case Packer PLC
Atlanta Main,PML-HC7 Case Sealer,None,VIRT,HC7 Case Packer PLC
Atlanta Main,PML-HC7 Decaser,None,VIRT,HC7 Decaser PLC
Atlanta Main,PML-HC7 Filler,None,VIRT,HC7 SLCS PLC
Atlanta Main,PML-HC7 Giramat,None,VIRT,HC7 Giramat PLC
Atlanta Main,PML-HC7 Palletizer,None,VIRT,HC7 Palletizer PLC
Atlanta Main,PML-HC7 Sleever,None,VIRT,HC7 Sleever PLC
Atlanta Main,PML-HC7 Stretch Wrapper,None,VIRT,HC7 Stretch Wrapper PLC
Atlanta Main,PML-LD1 Depal,None,VIRT,LD1 Depal PLC
Atlanta Main,PML-LD1 Labeler,None,VIRT,LD1 Labeler PLC
Atlanta Main,PML-LD1 Filler,None,VIRT,LD1 Filler PLC
Atlanta Main,PML-LD1 Capper,None,VIRT,LD1 Capper PLC
Atlanta Main,PML-LD1 Laner,None,VIRT,LD1 Laner PLC
Atlanta Main,PML-LD1 Case Packer,None,VIRT,LD1 Case Packer PLC
Atlanta Main,PML-LD2 Case Packer,None,VIRT,LD2 Case Packer PLC
Atlanta Main,PML-LD1 Case Sealer,None,VIRT,LD1 Case Sealer PLC
Atlanta Main,PML-LD2 Case Sealer,None,VIRT,LD2 Case Sealer PLC
Atlanta Main,PML-LD1 Palletizer,None,VIRT,LD1 Palletizer PLC
Atlanta Main,PML-LD1 Stretch Wrapper,None,VIRT,LD1 Stretch Wrapper PLC
Atlanta Main,PML-LD1 Case Erector,None,VIRT,LD1 Case Erector PLC
Atlanta Main,PML-LD4 Depal,None,VIRT,LD4 Depal PLC
Atlanta Main,PML-LD4 Labeler,None,VIRT,LD4 Labeler PLC
Atlanta Main,PML-LD4 Filler,None,VIRT,LD4 Filler PLC
Atlanta Main,PML-LD4 Capper,None,VIRT,LD4 Capper PLC
Atlanta Main,PML-LD4 Carton Load,None,VIRT,LD4 Carton Loader PLC
Atlanta Main,PML-LD4 Case Erector,None,VIRT,LD4 Case Erector PLC
Atlanta Main,PML-LD4 Case Packer,None,VIRT,LD4 Case Packer PLC
Atlanta Main,PML-LD4 Case Sealer,None,VIRT,LD4 Case Sealer PLC
Atlanta Main,PML-LD4 Case Coder,None,VIRT,LD4 Case Coder PLC
Atlanta Main,PML-LD4 Palletizer,None,VIRT,LD4 Palletizer PLC
Atlanta Main,PML-LD4 Stretch Wrapper,None,VIRT,LD4 Stretch Wrapper PLC
Atlanta Main,FLT-HC3 Capper,None,VIRT,HC3 Capper PLC
Atlanta Main,FLT-HC3 Case Packer,None,VIRT,HC3 Case Packer PLC
Atlanta Main,FLT-HC3 Filler,None,VIRT,HC3 SLCS PLC
Atlanta Main,FLT-HC3 Labeler,None,VIRT,HC3 Labeler PLC
Atlanta Main,FLT-HC3 Palletizer,None,VIRT,HC3 Palletizer PLC
Atlanta Main,FLT-HC3 Stretch Wrapper,None,VIRT,HC3 Stretch Wrapper PLC
Atlanta Main,FLT-HC4 Case Packer,None,VIRT,HC4 Case Packer PLC
Atlanta Main,FLT-HC4 Case Sealer,None,VIRT,HC4 SLCS PLC
Atlanta Main,FLT-HC4 Decaser,None,VIRT,HC4 SLCS PLC
Atlanta Main,FLT-HC4 Dynac,None,VIRT,HC4 Dynac PLC
Atlanta Main,FLT-HC4 Filler,None,VIRT,HC4 Filler PLC
Atlanta Main,FLT-HC4 Giramat,None,VIRT,HC4 Giramat PLC
Atlanta Main,FLT-HC4 Palletizer,None,VIRT,HC4 Palletizer PLC
Atlanta Main,FLT-HC4 Posiflex,None,VIRT,HC4 Posiflex PLC
Atlanta Main,FLT-HC4 Sleever,None,VIRT,HC4 Sleever PLC
Atlanta Main,FLT-HC4 Stretch Wrapper,None,VIRT,HC4 Stretch Wrapper PLC
Atlanta Main,FLT-HC4 Trigger Sorter,None,VIRT,HC4 Trigger Sorter PLC
Atlanta Main,FLT-HC4 Trigger Inserter,None,VIRT,HC4 Trigger Inserter PLC
Atlanta Main,FLT-HC7 Capper,None,VIRT,HC7 SLCS PLC
Atlanta Main,FLT-HC7 Case Packer,None,VIRT,HC7 Case Packer PLC
Atlanta Main,FLT-HC7 Case Sealer,None,VIRT,HC7 Case Packer PLC
Atlanta Main,FLT-HC7 Decaser,None,VIRT,HC7 Decaser PLC
Atlanta Main,FLT-HC7 Filler,None,VIRT,HC7 SLCS PLC
Atlanta Main,FLT-HC7 Giramat,None,VIRT,HC7 Giramat PLC
Atlanta Main,FLT-HC7 Palletizer,None,VIRT,HC7 Palletizer PLC
Atlanta Main,FLT-HC7 Sleever,None,VIRT,HC7 Sleever PLC
Atlanta Main,FLT-HC7 Stretch Wrapper,None,VIRT,HC7 Stretch Wrapper PLC
Atlanta Main,FLT-LD4 Depal,None,VIRT,LD4 Depal PLC
Atlanta Main,FLT-LD4 Labeler,None,VIRT,LD4 Labeler PLC
Atlanta Main,FLT-LD4 Filler,None,VIRT,LD4 Filler PLC
Atlanta Main,FLT-LD4 Capper,None,VIRT,LD4 Capper PLC
Atlanta Main,FLT-LD4 Carton Load,None,VIRT,LD4 Carton Loader PLC
Atlanta Main,FLT-LD4 Case Erector,None,VIRT,LD4 Case Erector PLC
Atlanta Main,FLT-LD4 Case Packer,None,VIRT,LD4 Case Packer PLC
Atlanta Main,FLT-LD4 Case Sealer,None,VIRT,LD4 Case Sealer PLC
Atlanta Main,FLT-LD4 Case Coder,None,VIRT,LD4 Case Coder PLC
Atlanta Main,FLT-LD4 Palletizer,None,VIRT,LD4 Palletizer PLC
Atlanta Main,FLT-LD4 Stretch Wrapper,None,VIRT,LD4 Stretch Wrapper PLC
Atlanta Main,NEW_HC1,None,LINE,None
Atlanta Main,NEW_HC2,None,LINE,None
