reas_group,reas_desc,state,category1,spare4
String|Retort|CHARRING|4002 - Cooling Screw,#4002 Cooling Scr Breaker,DOWNTIME,None,120270
String|Retort|CHARRING|4002 - Cooling Screw,#4002 Cooling Scr Disc. Sw,DOWNTIME,None,120279
String|Retort|CHARRING|4002 - Cooling Screw,#4002 Cooling Scr Overloads,DOWNTIME,None,120288
String|Retort|CHARRING|4002 - Cooling Screw,#4002 Cooling Scr SSL,DOWNTIME,None,120299
String|Retort|CHARRING|4003 - Cooling Screw Rotary Valve,#4003 Cooling Scr Rot Alm,DOWNTIME,None,120243
String|Retort|CHARRING|4003 - Cooling Screw Rotary Valve,Cooling Scr Rot High Amps,DOWNTIME,None,120257
String|Retort|CHARRING|4003 - Cooling Screw Rotary Valve,#4003 Cooling Scr Rot Breaker,DOWNTIME,None,120271
String|Retort|CHARRING|4003 - Cooling Screw Rotary Valve,#4003 Cooling Scr Rot Disc. Sw,DOWNTIME,None,120280
String|Retort|CHARRING|4003 - Cooling Screw Rotary Valve,#4003 Cooling Scr Rot Overloads,DOWNTIME,None,120289
String|Retort|CHARRING|4003 - Cooling Screw Rotary Valve,#4003 Cooling Scr Rot SSL,DOWNTIME,None,120300
String|Retort|CHARRING|41011 - Quench Water,Quench Water Low Flow,DOWNTIME,None,120268
String|Retort|CHARRING|41011 - Quench Water,Quench Water High Temp,DOWNTIME,None,120311
String|Retort|CHARRING|Ductblower,Ductblower #10 Fault,DOWNTIME,None,120237
String|Retort|CHARRING|Ductblower,Ductblower #7 Fault,DOWNTIME,None,120238
String|Retort|CHARRING|Ductblower,Ductblower #8 Fault,DOWNTIME,None,120239
String|Retort|CHARRING|Ductblower,Ductblower #9 Fault,DOWNTIME,None,120240
String|Retort|Char Storage,Fault Learning,DOWNTIME,Process Failure,1400
String|Retort|Char Storage,Machine Aborted,DOWNTIME,Process Failure,1401
String|Retort|Char Storage,Emergency Stop,DOWNTIME,Process Failure,1402
String|Retort|Char Storage,Machine Held,DOWNTIME,Process Failure,1403
String|Retort|Char Storage,Machine Stopped,DOWNTIME,Process Failure,1404
String|Retort|Char Storage,Machine Idle,DOWNTIME,Process Failure,1405
String|Retort|Char Storage,Machine Suspended,DOWNTIME,Process Failure,1406
String|Retort|Char Storage,Not In Auto,DOWNTIME,Process Failure,1407
